#freq(GHz),flux(Jy)
325.8741224446496,0.0
325.88974798506604,0.0
325.9053735254825,0.0
325.9209990658989,0.0
325.9366246063154,0.0
325.9522501467317,0.0
325.9678756871482,0.0
325.98350122756466,0.0
325.99912676798107,-2.970580790751978
326.01475230839753,-0.042615111635257316
326.03037784881394,-0.059429569547149994
326.0460033892304,-0.052099614221140386
326.0616289296469,-0.009124001328811459
326.0772544700633,0.055803128221874235
326.0928800104797,0.0928949173630203
326.1085055508961,0.059773842784452455
326.12413109131256,-0.010942402426876207
326.139756631729,-0.038454342630847065
326.15538217214544,-0.01164155619499356
326.1710077125619,0.016141470840760026
326.1866332529783,0.025909079615877833
326.2022587933948,0.02474922566059134
326.21788433381124,0.03275086365063026
326.2335098742276,0.05714006207990386
326.24913541464406,0.06511629916873378
326.26476095506047,0.06160952176438097
326.28038649547693,0.04108638752306038
326.2960120358934,0.0014642477078063297
326.3116375763098,-0.004159169991382759
326.3272631167263,-0.014461355441723122
326.3428886571427,-0.036193993307150944
326.35851419755915,-0.026870366140638268
326.3741397379755,0.011523520934483372
326.38976527839196,0.03720165730733822
326.4053908188084,0.0310525175152538
326.42101635922484,0.028483140218946344
326.4366418996413,0.028783987999498942
326.45226744005777,0.01069915202839173
326.4678929804742,0.0026529187748449983
326.48351852089064,0.040764144103640224
326.499144061307,0.04649357870515237
326.51476960172346,0.02519952835261974
326.53039514213987,0.02955932074358412
326.54602068255633,0.030453636977754255
326.5616462229728,0.014379390578638265
326.5772717633892,-0.002008745381088808
326.59289730380567,0.0060624606503430194
326.6085228442221,0.02326185608084098
326.62414838463854,0.012747948096340328
326.63977392505495,-0.011876354548371673
326.65539946547136,-0.019387053900124056
326.6710250058878,-0.017747650193736832
326.68665054630424,-0.03007553020789857
326.7022760867207,-0.01705214414891858
326.71790162713717,0.02239036031766968
326.7335271675536,0.029622818563000596
326.74915270797004,0.011984102764556864
326.76477824838645,0.013525527037281116
326.78040378880286,0.012264001127083752
326.7960293292193,-0.0032689947603788605
326.81165486963573,-0.012628785239707082
326.8272804100522,-0.00015468564500819272
326.8429059504686,0.0005055442976833323
326.85853149088507,-0.019396338516563777
326.87415703130154,-0.018517300080329844
326.88978257171794,-0.003882874665517685
326.9054081121344,0.002539954652415834
326.92103365255076,-0.005215539724941389
326.9366591929672,-0.00774641118815304
326.9522847333837,-0.0029367955163906913
326.9679102738001,-0.0012068250087688159
326.98353581421657,0.001742934087616845
326.999161354633,0.013042439450326097
327.01478689504944,0.0050096168026277765
327.0304124354659,-0.011545650671364921
327.0460379758823,-0.010628236161141965
327.0616635162987,0.011157062555321116
327.07728905671513,0.027157687469200057
327.0929145971316,0.020140901580457907
327.10854013754806,0.0044530141652733895
327.12416567796447,-0.0019699262988983625
327.13979121838094,0.011067685154435162
327.15541675879734,0.018582167601853234
327.1710422992138,0.006008252557196081
327.1866678396303,0.00020255973390418444
327.2022933800466,0.006523545645998403
327.2179189204631,0.01278852919775448
327.2335444608795,0.003896503638641157
327.24917000129597,0.002523550752626869
327.2647955417124,0.008664815306082244
327.28042108212884,-0.0002484609354450321
327.2960466225453,-0.00017086055660982862
327.3116721629617,0.00416276980535117
327.3272977033782,0.003860637040060033
327.34292324379453,-0.00010324981193084753
327.358548784211,-0.0020365623492301743
327.37417432462746,-0.0007798601048653404
327.38979986504387,0.0007129671280937112
327.40542540546033,0.007377309835441767
327.42105094587674,0.003793911800732322
327.4366764862932,-0.0031233426562498473
327.4523020267097,0.009328269172737038
327.467927567126,0.018770873355462868
327.4835531075425,-0.0033838319101168655
327.4991786479589,-0.02474403212418653
327.51480418837536,-0.012329565709603547
327.53042972879183,0.0032870862168376948
327.54605526920824,0.005861783892621539
327.5616808096247,0.008310499129078502
327.5773063500411,0.011090275831753163
327.5929318904576,0.008790429815530942
327.608557430874,0.0031910372310678275
327.6241829712904,-0.0012790458124694786
327.63980851170686,-0.002374259590276488
327.65543405212327,0.009293586066892814
327.67105959253973,0.014500845881697668
327.6866851329562,0.0033214053737979404
327.7023106733726,-0.0029696881157830492
327.7179362137891,-0.0032100408548545087
327.7335617542055,0.0017904796462580395
327.7491872946219,0.0
327.76481283503836,0.0
327.78043837545476,0.0
327.79606391587123,0.0
327.81168945628764,0.0
327.8273149967041,0.0
327.84294053712057,0.0
327.858566077537,0.0
