#freq(GHz),flux(Jy)
278.6753529405436,0.0
278.6597266246298,0.0
278.6441003087161,0.0
278.6284739928023,0.0
278.61284767688846,0.0
278.59722136097474,0.0
278.58159504506096,0.0
278.56596872914724,0.0
278.55034241323347,0.0011761505632797286
278.5347160973197,0.0022593079432023573
278.51908978140597,0.0011132440970944932
278.50346346549213,-0.0008437433665159236
278.48783714957835,-0.002185389638613698
278.47221083366463,-0.00216095423124056
278.45658451775085,0.000833845382456392
278.4409582018371,0.0012126814485413412
278.42533188592336,0.0012333272633622547
278.4097055700096,-0.0015043470690097726
278.39407925409574,-0.00014905274251664013
278.378452938182,5.982932892249954e-05
278.36282662226824,-0.00043484591186297315
278.34720030635447,-0.0018431098532367281
278.33157399044075,-0.0015308881203537307
278.31594767452697,-0.00047730142282799437
278.30032135861325,-0.00028308145660527797
278.2846950426994,0.00023802596448168408
278.26906872678563,0.002223814390606857
278.2534424108719,-0.0010815244546786376
278.23781609495813,-0.0015844811266217313
278.22218977904436,-0.0014971458785865601
278.20656346313064,-0.0006954449867119538
278.1909371472168,-0.0019077191176066607
278.175310831303,-0.0040062835818772385
278.1596845153893,-0.0002858005913642523
278.1440581994755,0.0004809341418385235
278.12843188356175,9.637241686938032e-05
278.112805567648,0.0003082208680928202
278.09717925173425,0.0007776059747396039
278.0815529358204,-0.0029993534339134782
278.0659266199067,-0.002059290836379878
278.0503003039929,0.0011553165731043443
278.03467398807913,-0.00010626489961037294
278.0190476721654,-0.0013953586148573486
278.00342135625164,-0.0004881679736581095
277.9877950403379,0.0003998587025381308
277.9721687244241,0.0008161583630147019
277.9565424085103,-0.0007428802812837003
277.9409160925966,0.0006824882478335853
277.9252897766828,0.0013257025238758676
277.909663460769,0.003493129870698431
277.8940371448553,0.004733582901115051
277.8784108289415,0.003833889464650481
277.8627845130277,0.002036617398786934
277.84715819711397,0.0019065616022542037
277.8315318812002,0.004116072611775012
277.8159055652864,0.005728914160213492
277.8002792493727,0.004655684278986267
277.7846529334589,0.004435635905235886
277.7690266175452,0.0044428548603355385
277.75340030163136,0.00532858423730852
277.7377739857176,0.005001138781051922
277.72214766980386,0.0036423958143404277
277.7065213538901,0.0048342420091711915
277.6908950379763,0.006523019962980725
277.6752687220626,0.005901714179770851
277.6596424061488,0.005762823474278344
277.64401609023497,0.006132399790112327
277.62838977432125,0.004003120099411968
277.61276345840747,0.007432387671333997
277.5971371424937,0.007313025382958445
277.58151082658,0.006329722328902626
277.5658845106662,0.006102319965614635
277.5502581947524,0.0046352133938199185
277.53463187883864,0.0029010265312595517
277.51900556292486,0.004115471910958507
277.5033792470111,0.004076471436427684
277.48775293109736,0.004315969800166038
277.4721266151836,0.003738034357756594
277.45650029926986,0.0020882086365727305
277.4408739833561,0.002693877788908299
277.42524766744225,0.002178599292805577
277.40962135152853,0.0024522672922843735
277.39399503561475,-0.00019800460072591668
277.378368719701,0.001164955973888826
277.36274240378725,-0.00016268171913946512
277.3471160878735,-0.001346415272485185
277.33148977195964,-0.0006406930691308192
277.3158634560459,-6.906239511077392e-05
277.30023714013214,-0.00019994547105184855
277.28461082421836,-0.0018753143749438783
277.26898450830464,-0.0007122967153174402
277.25335819239086,0.0004818864682872136
277.2377318764771,0.001241419349404899
277.2221055605633,-0.0005305198498464899
277.20647924464953,-0.0014604856421461228
277.19085292873575,-0.00039560233846898277
277.17522661282203,0.0005881027136781791
277.15960029690825,-0.0009252274672726706
277.14397398099453,-0.0003084797747731915
277.12834766508075,-0.0010565564925995557
277.1127213491669,0.0015827238900775183
277.0970950332532,9.492365406891955e-05
277.0814687173394,4.2268095989052355e-05
277.06584240142564,-0.002261463076589354
277.0502160855119,0.00010588908535026759
277.03458976959814,0.0022643024287903233
277.01896345368436,-7.469197035905475e-05
277.0033371377706,-0.000283942476531311
276.9877108218568,-0.00022308268214061563
276.97208450594303,-7.143206261249246e-05
276.9564581900293,0.0020036617827996453
276.94083187411553,0.00580966916743956
276.9252055582018,0.0052738508662880075
276.90957924228803,0.0017636719918547256
276.8939529263742,-0.00036485608992478793
276.8783266104605,-0.001956795954455736
276.8627002945467,-0.00026714042241273946
276.8470739786329,-2.9407509833479855e-05
276.8314476627192,-0.000987088524585717
276.8158213468054,0.006682789070845716
276.80019503089164,0.0
276.78456871497787,0.0
276.7689423990641,0.0
276.7533160831503,0.0
276.7376897672366,0.0
276.7220634513228,0.0
276.70643713540903,0.0
276.6908108194953,0.0
